slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
omi-shamo,近江しゃも,Omi Shamo,Omi Shamo — seven years in the making at Shiga's research center,滋賀県,大津市,35.0045,135.8686,,ingredient,ニューハンプシャーと横斑プリマスロックの母鶏にシャモを交配して滋賀県畜産技術振興センターが作出したとされる。140日以上とブロイラーの約2.5倍の期間をかけて育てられるという。,"Said to be created by Shiga's livestock technology center by crossing shamo onto a hen line of New Hampshire and Barred Plymouth Rock; reportedly reared 140 days or more, about 2.5 times a broiler's period.",「近江しゃも」～滋賀県特産高品質地鶏～,https://www.pref.shiga.lg.jp/ippan/shigotosangyou/chikusan/18265.html,滋賀県,2026-09-06
ise-akadori,伊勢赤どり,Ise Akadori,Ise Akadori — a French red-fowl cross raised in open sheds,三重県,伊勢市,34.4864,136.7096,,ingredient,フランス産の赤鶏「レッドブロー」を導入して開発されたとされる銘柄鶏で、開放鶏舎で運動させながら通常より長い70〜75日ほど飼育するという。地域団体商標にも登録されている。,"A branded chicken said to be developed from imported French Redbro stock, reared in open sheds with room to move for around 70–75 days, longer than standard; registered as a regional collective trademark.",伊勢赤どり,https://www.j-chicken.jp/guide/brand_24mie_iseakadori/,一般社団法人 日本食鳥協会,2026-09-06
nanbu-kashiwa,南部かしわ,Nanbu Kashiwa,Nanbu Kashiwa — a multi-way cross bred for flavor and economy,岩手県,盛岡市,39.7036,141.1527,,ingredient,天然記念物の岩手地鶏や軍鶏の血を引く系統と、成長の早いコーニッシュ系を掛け合わせて岩手県農業研究センターが作出したとされる。雌で120日以上かけて育てられるという。,Said to be created by Iwate's agricultural research center by crossing lines carrying the blood of the natural-monument Iwate-jidori and shamo fowl with fast-growing Cornish stock; reportedly reared 120 days or more for hens.,美味しいね、南部かしわ,https://www.pref.iwate.jp/sangyoukoyou/nougyou/chikusangijutsu/jidori/1007735.html,岩手県,2026-09-06
aomori-shamorock,青森シャモロック,Aomori Shamorock,Aomori Shamorock — two decades of research behind the cross,青森県,五戸町,40.431,141.235,,ingredient,シャモと横斑プリマスロックを掛け合わせ、青森県畜産試験場が約20年の研究の末に開発したとされる。雄で約100日、雌で約120日と、一般的なブロイラーより50〜60日長く育てられるという。,"Said to be developed by Aomori's livestock experiment station over roughly two decades of research from a shamo and Barred Plymouth Rock cross; reportedly reared about 100 days for cockerels and 120 for hens, 50–60 days longer than a standard broiler.",青森県の特産地鶏「青森シャモロック」の生産定義について,https://www.pref.aomori.lg.jp/soshiki/nourin/chikusan/aoshamo.html,青森県,2026-09-06
hokkai-jidori,北海地鶏,Hokkai Jidori,Hokkai Jidori — a three-way cross raised on the Tokachi plain,北海道,新得町,43.0725,142.8781,,ingredient,名古屋種を父に、大型シャモとロードアイランドレッドの掛け合わせを母に用いた三元交雑鶏として道立の試験場が開発したとされる。28日齢以降120日以上、平飼いで育てられるという。,Said to be a three-way cross bred by a Hokkaido prefectural research station from a Nagoya-breed sire and a large shamo–Rhode Island Red dam line; reportedly free-ranged from 28 days old for 120 days or more.,北海地鶏IIIについて,https://www.hro.or.jp/agricultural/research/sintoku/organization/tyusyou/poultry/hokkaijidori3.html,北海道立総合研究機構,2026-09-06
yamato-nikudori,大和肉鶏,Yamato Nikudori,Yamato Nikudori — reviving a Kansai-famed prewar chicken,奈良県,奈良市,34.6851,135.8048,,ingredient,戦前に京阪神で評判だった「大和かしわ」の味を復活させようと、奈良県畜産試験場が大型軍鶏・名古屋種・ニューハンプシャーの3種交配で作出したとされる。120〜140日ほどかけて育てられるという。,"Said to be bred by Nara's livestock experiment station from a three-way cross of large shamo, Nagoya breed and New Hampshire, in an effort to revive the flavor of a prewar fowl once famed across the Kansai region; reportedly reared 120–140 days.",大和肉鶏,https://www.pref.nara.lg.jp/n116/58611.html,奈良県,2026-09-06
tosa-hachikin-jidori,土佐はちきん地鶏,Tosa Hachikin Jidori,Tosa Hachikin Jidori — named for Kochi's spirited local women,高知県,高知市,33.5597,133.5311,,ingredient,高知原産の土佐九斤と大シャモ、白色プリマスロックを掛け合わせて高知県畜産試験場が完成させたとされる。「はちきん」は高知の快活な女性を指す方言に由来するという。飼育期間は80日という。,"Said to be completed by Kochi's livestock experiment station from a cross of the native Tosa-kukin, large shamo and white Plymouth Rock; its name reportedly borrows a local dialect word for a lively, spirited woman, and rearing is said to run 80 days.",土佐はちきん地鶏をご存じですか？,https://www.pref.kochi.lg.jp/doc/hachikin/,高知県,2026-09-06
kishu-umedori,紀州うめどり,Kishu Umedori,Kishu Umedori — fed on extract from the region's famous plums,和歌山県,みなべ町,33.7181,135.3389,,ingredient,梅の産地みなべ町の梅加工業者と県が共同で、梅酢から塩分を除いて抽出した成分を飼料に加えて育てる銘柄鶏として開発したとされる。臭みが少なく柔らかい肉質になるという。,"Said to be a branded chicken co-developed by a plum-processing company and the prefecture in Minabe, a plum-growing town, fed on a desalted extract drawn from ume vinegar — reportedly yielding milder, more tender meat.",紀州うめどり・うめたまご協議会,https://umedori.com/,紀州うめどり・うめたまご協議会,2026-09-06
date-dori,伊達鶏,Date-dori,Date-dori — modeled on France's Bresse fowl,福島県,伊達市,37.7997,140.5983,,ingredient,フランスのブレス地方を視察した生産者が「南東北の気候風土に合った鶏を」と3年ほど研究を重ねて生まれたとされる銘柄鶏。両親ともに赤鶏という珍しい系統で、シャキシャキとした食感が特徴という。,"Said to be created after a producer visited France's Bresse region and spent about three years researching a bird suited to southern Tohoku's climate; an unusual line bred from red fowl on both sides, reportedly known for its crisp texture.",伊達鶏,https://www.city.fukushima-date.lg.jp/site/promotion/48743.html,福島県伊達市,2026-09-06
mitsuse-dori,みつせ鶏,Mitsuse-dori,Mitsuse-dori — French red fowl raised in a Saga mountain village,佐賀県,佐賀市,33.431,130.308,,ingredient,佐賀・福岡県境の山あい三瀬村にちなんで名付けられた銘柄鶏で、フランスで開発された赤鶏の種鶏をひなの時に空輸して自社種鶏場で育てているとされる。約80日間の長期飼育を行うという。,"A branded chicken said to be named after Mitsuse, a mountain village on the Saga–Fukuoka border, raised from French-bred red fowl chicks flown in and grown at a dedicated breeding farm; reportedly reared for about 80 days.",みつせ鶏,https://www.j-chicken.jp/guide/brand_41saga_mitsusedori/,一般社団法人 日本食鳥協会,2026-09-06
kuro-satsuma-dori,黒さつま鶏,Kuro Satsuma-dori,Kuro Satsuma-dori — six years to cross a native fighting fowl,鹿児島県,鹿児島市,31.5966,130.5571,,ingredient,闘鶏用に作られた薩摩鶏を父に、在来種の横斑プリマスロックを母に持つ地鶏で、鹿児島県畜産試験場が6年かけて開発したとされる。平成23年度から本格的に出荷されているという。,"A jidori breed said to be sired by Satsuma fowl, once bred for cockfighting, out of a native Barred Plymouth Rock hen, developed over six years by Kagoshima's livestock experiment station; reportedly shipped commercially since 2011.",鹿児島の地鶏（さつま若しゃも，さつま地鶏，黒さつま鶏）について,http://www.pref.kagoshima.jp/ag07/sangyo-rodo/nogyo/tikusan/faq/satsumajidori.html,鹿児島県,2026-09-06
tsushima-jidori,長崎対馬地どり,Nagasaki Tsushima Jidori,Tsushima Jidori — a near-vanished island fowl once used to entertain envoys,長崎県,対馬市,34.2038,129.2889,,ingredient,対馬に伝わり朝鮮通信使のもてなしにも使われたと伝わる在来種を県の試験場が導入・改良し、軍鶏の血を引く系統と交配して作られたとされる。110日以上かけて育てられるという。,"Said to be bred from a native Tsushima fowl, reportedly once used to entertain Korean diplomatic envoys, introduced and improved by a prefectural research station and crossed with a shamo-descended line; reportedly reared 110 days or more.",長崎対馬地どり,https://www.pref.nagasaki.jp/bunrui/shigoto-sangyo/nogyo/chikusan/youkei/tushimadidori/,長崎県,2026-09-06
okazaki-ouhan,岡崎おうはん,Okazaki Ouhan,Okazaki Ouhan — a dual-purpose bird bred at a national livestock farm,愛知県,岡崎市,34.9536,137.1747,,ingredient,肉質のよい横斑プリマスロックと産卵性のよいロードアイランドレッドを掛け合わせ、国の家畜改良センター岡崎牧場が開発したとされる純国産の卵肉兼用種。ひなから120日ほどかけて育てられるという。,"A purely domestic, dual-purpose breed said to be developed at the national Livestock Improvement Center's Okazaki farm from a cross of Barred Plymouth Rock, prized for meat, and Rhode Island Red, prized for laying; reportedly reared about 120 days from chick.",岡崎おうはん,https://www.pref.aichi.jp/soshiki/nogyo-shinko/okazaki-ohan.html,愛知県,2026-09-06
okumino-kojidori,奥美濃古地鶏,Okumino Kojidori,Okumino Kojidori — bred from a natural-monument Gifu fowl,岐阜県,郡上市,35.7322,136.9718,,ingredient,国の天然記念物「岐阜地鶏」をもとに、県の養鶏試験所が「おいしい卵と鶏肉づくり」を掲げて開発したとされる地鶏。28日齢以降は平飼いとし、平均84日ほどかけて育てられるという。,"Said to be developed from the natural-monument Gifu-jidori fowl by the prefecture's poultry experiment station under a banner of ""good eggs and good meat""; reportedly free-ranged from 28 days old and raised for an average of about 84 days.",奥美濃古地鶏,https://www.j-chicken.jp/guide/brand_21gifu_okuminokojidori1/,一般社団法人 日本食鳥協会,2026-09-06
choshu-kurokashiwa,長州黒かしわ,Choshu Kurokashiwa,Choshu Kurokashiwa — carrying the blood of a natural-monument black fowl,山口県,長門市,34.3706,131.1836,,ingredient,山口・島根両県原産で国の天然記念物とされる黒柏鶏の血を生かして山口県の試験場が開発した地鶏をもとに、養鶏場が仕上げて名付けたとされる。80〜100日ほど平飼いで育てられるという。,"Said to draw on the blood of Kurokashiwa, a natural-monument fowl native to Yamaguchi and Shimane, developed into a jidori by a Yamaguchi research station and finished and named by a poultry farm; reportedly free-ranged for 80–100 days.",長州黒かしわ（地理的表示産品情報）,https://www.maff.go.jp/j/shokusan/gi_act/register/0152/index.html,農林水産省,2026-09-06
higashihiroshima-koi-jidori,東広島こい地鶏,Higashihiroshima Koi Jidori,Higashihiroshima Koi Jidori — Hiroshima's only branded jidori,広島県,東広島市,34.4265,132.7439,,ingredient,広島大学と東広島市の共同研究で作られた「広大鶏」の雄とロードアイランドレッドの雌を掛け合わせて2021年に誕生したとされる、県内唯一のブランド地鶏という。約130日、平飼いで育てられる。,"Said to have been introduced in 2021 from a cross of Kodai-dori, a rooster bred through joint research by Hiroshima University and Higashihiroshima city, and a Rhode Island Red hen — reportedly the prefecture's only branded jidori, free-ranged for about 130 days.",東広島こい地鶏とは,https://www.city.higashihiroshima.lg.jp/soshiki/sangyo/12/hanro/39737.html,東広島市,2026-09-06
