slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
mame-miso,豆味噌,Mame miso,soybean-only miso of the Tokai region,,,,,,ingredient,大豆のみを原料に麹を造る、色濃く渋みのある味噌。愛知・三重・岐阜の東海3県を中心に生産されるとされ、八丁味噌に代表される長期熟成の力強い風味は、豆味噌文化圏に共通する特徴とされる。,"Miso made from soybeans alone, with a dark color and a slightly astringent depth. Production is centered on the Tokai region — Aichi, Mie, and Gifu — and its long, robust aging, typified by Hatcho miso, is a shared trait across the soybean-miso belt.",味噌,https://ja.wikipedia.org/wiki/味噌,Wikipedia,2026-09-06
shinshu-miso,信州味噌,Shinshu miso,"Nagano's pale, tangy rice miso — half the nation's supply",長野県,長野市,36.6486,138.1946,,ingredient,鎌倉時代に禅僧が製法を伝えたとの言い伝えを持つ、淡い黄色と軽い酸味が特徴の米味噌。長野県は出荷量・出荷額とも全国一とされ、国内で流通する味噌のおよそ半分を信州味噌が占めるとされる。,"A pale yellow, lightly tangy rice miso whose technique is said, by tradition, to have been brought by a Zen monk in the Kamakura period. Nagano leads Japan in both miso shipment volume and value, and Shinshu miso is said to make up roughly half of all miso distributed nationwide.",信州味噌を知る,https://shinshu-miso.or.jp/learn/,長野県味噌工業協同組合連合会,2026-09-06
sendai-miso,仙台味噌,Sendai miso,"the dark, long-aged miso Date Masamune stocked for war",宮城県,仙台市,38.2682,140.8721,,ingredient,仙台藩祖・伊達政宗が城下に専用の味噌蔵を設けたのが始まりと伝わる、赤褐色で塩気の強い長期熟成味噌。朝鮮出兵の際に他藩の味噌が腐敗する中、仙台藩の味噌だけが変質しなかったとの逸話が伝わる。,"A reddish-brown, firmly salted, long-aged miso said to trace back to a dedicated miso storehouse built by Date Masamune, founding lord of the Sendai domain. A well-known anecdote holds that during a 16th-century overseas campaign, other domains' miso spoiled in the heat while Sendai's alone kept its quality.",「仙台みそ」の長い歴史,http://www.omiso.or.jp/misohistory/misohistory.html,宮城県味噌醤油工業協同組合,2026-09-06
hatcho-miso,八丁味噌,Hatcho miso,"Okazaki's deep-black, two-year soybean miso",愛知県,岡崎市,34.9536,137.1747,,ingredient,岡崎城から西へ八丁（約870メートル）の地区で造られてきたことに名が由来する豆味噌。大豆と塩水のみを原料に木桶と重石で2年以上熟成させ、黒に近い色と渋みを伴う濃厚な旨味を持つとされる。,"A soybean miso named for the district '8 cho' (about 870 meters) west of Okazaki Castle, where it has long been brewed. Made from only soybeans and brine, aged over two years in wooden barrels under stone weights, it develops a near-black color and a deep, slightly astringent umami.",八丁味噌の産地,https://okazaki-kanko.jp/feature/hayawakari/miso,岡崎市観光協会,2026-09-06
saikyo-miso,西京味噌,Saikyo miso,"Kyoto's low-salt, sweet white miso for court cuisine",京都府,京都市,35.0116,135.7681,,ingredient,京都所司代の依頼で宮中料理用に献上されたのが始まりと伝わる、塩分5%前後の低塩・甘口の白味噌。京都府味噌工業協同組合が原料や産地を定めて認定する呼称で、西京焼きなど京料理に欠かせない。,"A low-salt (around 5%), sweet white miso said to have originated when it was presented for court cuisine at the request of Kyoto's shogunal deputy. The name is a certified designation defined by the Kyoto Miso Industry Cooperative, governing ingredients and production area, and it is essential to Kyoto dishes such as saikyo-yaki.",京みそ「西京味噌」について,https://kyomiso.com/saikyomiso.html,京都府味噌工業協同組合,2026-09-06
edoamai-miso,江戸甘味噌,Edo amai miso,"Tokyo's short-aged, deep-brown sweet miso",東京都,中央区,35.6828,139.7745,,ingredient,三河の豆味噌の旨味と京都白味噌の甘さを兼ね備えるよう考案されたと伝わる、麹を贅沢に使う甘口味噌。熟成期間が短く日持ちしない新鮮さが江戸っ子に好まれたとされ、東京都地域特産品にも認証されている。,"A sweet, koji-rich miso said to have been devised to combine the umami of Mikawa's soybean miso with the sweetness of Kyoto's white miso. Its short aging and short shelf life — meaning it had to be eaten fresh — reportedly suited Edo tastes, and it now carries Tokyo's regional specialty certification.",あぶまた 江戸甘味噌,https://www.e-mark-iishina.metro.tokyo.lg.jp/foods/detail/id=107,東京都地域特産品認証食品（Eマーク）,2026-09-06
echigo-miso,越後味噌,Echigo miso,Niigata's floating-koji red miso,新潟県,長岡市,37.4468,138.8514,,ingredient,精白した丸米を使うため麹粒が味噌の中に浮いて見えることから「浮麹味噌」とも呼ばれる、新潟県の赤色辛口味噌。上越・中越・下越・佐渡それぞれで気候風土に応じた作り方の違いがあるとされる。,"A red, savory miso from Niigata, also called 'ukikoji miso' (floating-koji miso) because its polished whole-grain rice koji appears to float within the paste. Its style is said to vary across Niigata's Joetsu, Chuetsu, Kaetsu, and Sado districts, each shaped by local climate.",越後みその特徴,https://niigata-miso-shouyu.amebaownd.com/pages/8214177/page_202409040957,新潟県味噌醤油工業協同組合,2026-09-06
tsugaru-miso,津軽味噌,Tsugaru miso,"Aomori's deep-red, long-aged cold-climate miso",青森県,弘前市,40.6031,140.464,,ingredient,弘前藩が軍需備蓄として麹屋の営業を奨励したことから広まったとされる、色濃い赤色辛口の米味噌。足かけ3年におよぶ長期熟成と、寒冷な気候に合わせたやや高めの塩分が特徴とされる。,"A deep-red, savory rice miso said to have spread after the Hirosaki domain encouraged koji makers to operate as a form of military provisioning. It is typically aged for close to three years and carries a slightly higher salt content suited to the region's cold climate.",公益社団法人 弘前観光コンベンション協会,https://www.hirosaki-kanko.or.jp/edit.html?id=cat03_food01,弘前観光コンベンション協会,2026-09-06
kyushu-mugi-miso,九州麦味噌,Kyushu mugi miso,"the sweet, short-aged barley miso of Kyushu's table",,,,,,ingredient,温暖な気候により熟成期間が短く、色が淡く甘口に仕上がるとされる九州の麦味噌。米作りより麦の裏作が根付いていた土地の事情から広まったとされ、塩分は全国平均より低めのものが多いとされる。,"A barley miso from Kyushu, said to age quickly and turn out pale and sweet thanks to the region's mild climate. It is said to have taken root where barley, grown as a second crop after rice, was more readily available than rice itself, and many versions carry lower salt than the national average.",麦味噌,https://ja.wikipedia.org/wiki/麦味噌,Wikipedia,2026-09-06
gozen-miso,御膳味噌,Gozen miso,the miso once reserved for Tokushima's lord,徳島県,徳島市,34.0658,134.5594,,ingredient,阿波藩主・蜂須賀家政の御膳に供されたことが名の由来と伝わる、麹を多く使うやや甘口の米味噌。藍の栽培の裏作として大豆が育てられていたことも背景にあるとされ、1966年に組合商標として登録された。,"A somewhat sweet rice miso, rich in koji, whose name is said to come from having been served at the table (gozen) of Hachisuka Iemasa, lord of the Awa domain. Soybeans grown as a rotation crop alongside the domain's indigo trade are cited as part of its background; it became a registered cooperative trademark in 1966.",Q 御膳みその由来は？,https://tokushima-gozenmiso.jimdofree.com/q-a/,徳島県味噌工業協同組合,2026-09-06
