slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
koshu-gyu,甲州牛,Koshu Gyu,fed on water drawn from Mt. Fuji and the Southern Alps,山梨県,,35.6642,138.5686,,ingredient,山梨県内で育つ黒毛和種のうち、格付け等級が上位のものだけが名乗れる銘柄。富士山や南アルプス水系の伏流水を与えられ、まろやかな脂と鮮やかな肉色を持つとされる。生産者による血統管理と流通管理が徹底されているという。,"Japanese Black raised in Yamanashi, reserved for cattle in the top grading tiers — watered from Mt. Fuji and Southern Alps aquifers, said to give mellow fat and a bright meat color.",山梨県／甲州牛について,https://www.pref.yamanashi.jp/faq/chikusan/koushuugyuu.html,山梨県,2026-09-06
mikawa-gyu,三河牛,Mikawa Gyu,"one of Japan's oldest beef-cattle regions, tracing to Edo-era pack cattle",愛知県,,34.7692,137.3914,,ingredient,愛知県三河地方で育つ黒毛和種。江戸時代に新城で飼われ「杉平牛」として四国へ移出された歴史を持つ土地柄で、戦後の食肉需要の高まりとともに銘柄化されたという。現在は県全域に広がる銘柄として流通している。,"Japanese Black raised in Aichi's Mikawa region, tracing to Edo-era cattle kept at Shinshiro and shipped to Shikoku as pack animals — branded for beef as postwar demand for meat grew.",みかわ牛,https://www.pref.aichi.jp/soshiki/chikusan/mikawaushi.html,愛知県,2026-09-06
noto-gyu,能登牛,Noto Gyu,bred from three Tajima sires brought to the peninsula in 1892,石川県,,37.0473,136.9636,,ingredient,石川県・能登半島で育つ黒毛和種。明治25年に兵庫県但馬地方から導入した種雄牛3頭がルーツとされ、脂肪にオレイン酸を多く含む上品な口溶けが特徴だという。全国有数のオレイン酸含有量を持つとも言われる。,"Japanese Black raised on the Noto peninsula, tracing to three Tajima sires brought from Hyogo in 1892 — its fat is said to carry notably high oleic acid, for a refined melt.",能登牛について,https://www.pref.ishikawa.lg.jp/tikusan/chikusan/chikusann/notoushi.html,石川県,2026-09-06
awaji-beef,淡路ビーフ,Awaji Beef,pure Tajima-line cattle chosen for balance rather than marbling alone,兵庫県,淡路市,34.5333,134.85,,ingredient,淡路島で育つ純血の但馬牛系統。1986年に生産者らが立ち上げた銘柄で、霜降りの量よりも赤身と脂の調和を重視して選ばれる、出荷頭数の少ない牛肉とされる。淡路牛と呼ばれる一般呼称とは区別される、希少な銘柄という。,"Pure Tajima-line cattle raised on Awaji Island, a brand producers founded in 1986 — selected for balance between lean and fat rather than marbling volume, with a small annual output.",淡路ビーフ®｜淡路ビーフブランド化推進協議会,https://awaji-beef.com/,淡路ビーフブランド化推進協議会,2026-09-06
kyoto-niku,京都肉,Kyoto Niku,recorded as Tanba Gyu in a 14th-century guide to Japan's noted cattle,京都府,,35.0116,135.7681,,ingredient,京都府内で最も長く飼養された黒毛和種。1310年の書物『国牛十図』に丹波牛として記されるほど古い歴史を持つ土地柄で、格付け上位のものだけが名乗れる。京都市中央卸売市場第二市場での加工が条件とされる。,"Japanese Black cattle raised longest within Kyoto Prefecture, in a region tracing to ""Tanba Gyu"" recorded in a 1310 guide to Japan's noted cattle — reserved for the top grading tiers.",ブランド畜産物【京都肉】,https://www.pref.kyoto.jp/chikusan/niku.html,京都府,2026-09-06
yamato-gyu,大和牛,Yamato Gyu,another cattle brand traced to the same 14th-century record,奈良県,,34.6851,135.8049,,ingredient,奈良県内で血統から飼料まで一元管理されて育つ黒毛和種。『国牛十図』にも良牛として描かれた歴史を持ち、オレイン酸を多く含み脂肪の口溶けが良いとされる。2003年に流通推進協議会が設立され管理体制が整えられたという。,"Japanese Black raised under centrally managed bloodlines and feed within Nara — also depicted as a noted breed in the same 14th-century record, its fat said to melt smoothly.",大和牛,https://www.pref.nara.lg.jp/n116/58610.html,奈良県,2026-09-06
kumano-gyu,熊野牛,Kumano Gyu,named in 1984 for a region that once kept cattle as farm labor,和歌山県,,33.7286,135.3775,,ingredient,和歌山県南部・熊野地方で育つ黒毛和種。かつて農耕用の労働力として飼われていた土地柄で、昭和59年に食用牛として銘柄化され、三重県で肥育する生産者もいるという。紀北地方など生産地域は熊野に限らないとされる。,"Japanese Black raised in the Kumano district of southern Wakayama, a region that once kept cattle as farm labor — branded for beef in 1984, with some producers fattening in neighboring Mie.",熊野牛,https://www.pref.wakayama.lg.jp/prefg/070400/d00209472.html,和歌山県,2026-09-06
tottori-wagyu,鳥取和牛,Tottori Wagyu,"measured for oleic acid since 2011, following a champion sire's line",鳥取県,,35.5039,134.2381,,ingredient,鳥取県内で育つ黒毛和種。1966年の全国和牛能力共進会で最高位となった種雄牛「気高号」の系統を受け継ぐとされ、2011年から脂肪のオレイン酸値を測定しているという。近年はオレイン酸55％以上の牛肉のみを別枠で認定しているという。,"Japanese Black raised across Tottori, tracing to the sire Ketaka, a top performer at the 1966 national wagyu competition — measured for fat oleic-acid content since 2011.",鳥取和牛オレイン５５,https://www.pref.tottori.lg.jp/178179.htm,鳥取県,2026-09-06
shimane-wagyu,しまね和牛,Shimane Wagyu,island-prefecture cattle known for fine marbling and a clean finish,島根県,,35.4723,133.0505,,ingredient,島根県内で育つ去勢・未経産の黒毛和種の総称。県内各地の生産者がそれぞれの飼育方法にこだわりながら育て、きめ細かな霜降りとさらっとした脂を持つとされる。地域や生産者ごとに個別の銘柄でも流通しているという。,"An umbrella term for steers and virgin heifers of Japanese Black raised across Shimane, each producer keeping its own feeding approach — said to give fine marbling and a clean-tasting fat.",しまね和牛,https://ja-shimane.jp/tokusan/beef/,JAしまね,2026-09-06
hiroshima-gyu,広島牛,Hiroshima Gyu,finished in the cool climate of Hiroshima's northern Chugoku mountains,広島県,,34.3853,132.4553,,ingredient,広島県北部、中国山地の穏やかな気候の中で育つ黒毛和種。筋繊維が細かく余分な脂肪が少ないとされ、県内で最も長く飼養された牛だけが「広島牛」を名乗れる。上品な脂肪の香りとまろやかさが特徴とされる。,Japanese Black raised in the mild climate of the Chugoku mountains in northern Hiroshima — said to have fine muscle fiber and modest fat; only cattle raised longest within the prefecture may bear the name.,広島牛とは,https://www.hiroshimagyuu.com/about,広島牛特産化促進対策協議会,2026-09-06
chiya-gyu,千屋牛,Chiya Gyu,descended from one of Japan's oldest documented pedigree lines,岡山県,新見市,34.9825,133.4653,,ingredient,岡山県新見市で育つ黒毛和種。江戸時代からの最古級の蔓牛（系統牛）の血統を受け継ぐとされ、高梁川の清らかな水と肥沃な土壌の恩恵を受けて育つという。全国の和牛銘柄のルーツのひとつに数えられるという。,"Japanese Black raised in Niimi, Okayama, tracing to one of the oldest documented ""tsuru-ushi"" pedigree lines from the Edo period — said to benefit from the clear Takahashi river and fertile soil.",千屋牛,https://www.ja-hareoka.or.jp/specialty/tiyagyuu.php,JA晴れの国岡山,2026-09-06
sanuki-gyu,讃岐牛,Sanuki Gyu,"one of Japan's earliest fattening regions for Japanese Black, from 1882",香川県,,34.3401,134.0434,,ingredient,香川県内で育つ血統明確な黒毛和種。明治15年頃、小豆島で肥育が始まった全国でも早い産地とされ、大正期には京阪神で「讃岐牛」の愛称が定着したと伝わる。現在は血統と肥育期間を定めた基準で選定されている。,"Pedigreed Japanese Black raised across Kagawa, one of Japan's earliest fattening regions — begun on Shodoshima around 1882, with the nickname ""Sanuki Gyu"" said to have settled in Kyoto-Osaka-Kobe by the 1910s.",【オリーブ牛】瀬戸内の温かな風土とオリーブに育まれた「讃岐牛」,https://sanukinoshoku.jp/product/%E3%80%90%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E7%89%9B%E3%80%91%E7%80%AC%E6%88%B8%E5%86%85%E3%81%AE%E6%B8%A9%E3%81%8B%E3%81%AA%E9%A2%A8%E5%9C%9F%E3%81%A8%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E3%81%AB/,香川県,2026-09-06
olive-gyu,オリーブ牛,Olive Gyu,finished on the pressed leftovers of olive-oil production,香川県,小豆島町,34.4738,134.1848,,ingredient,讃岐牛のうち、オリーブ油を搾った後の果実を乾燥させた飼料を一定期間与えられた香川県産黒毛和種。小豆島の農家による飼料化の試みから県内全域に広まったとされる。循環型農業の一環としても位置づけられているという。,"Sanuki Gyu cattle given a set period on dried, pressed olive residue left over from oil production — a feeding method that began with Shodoshima farmers and spread across Kagawa.",オリーブ牛のはじまり,https://olivefedwagyu.jp/about/,JA香川県,2026-09-06
awa-gyu,阿波牛,Awa Gyu,pedigreed cattle recognized nationally since the early 1960s,徳島県,,34.0658,134.5593,,ingredient,徳島県内で肥育される血統明確な黒毛和種。昭和37年の東京食肉市場での共励会出品を機に評価を高めたとされ、しっとりときめ細かな肉質と適度な脂が特徴という。格付けはA5・A4・B5・B4規格に限られるとされる。,"Pedigreed Japanese Black fattened in Tokushima, which gained recognition after being shown at a Tokyo meat market competition in 1962 — said to have a moist, fine-grained texture and modest fat.",阿波牛（あわぎゅう）とは何ですか。,https://www.pref.tokushima.lg.jp/FAQ/docs/00029513/,徳島県,2026-09-06
tosa-akaushi,土佐あかうし,Tosa Akaushi,"Kochi's own line of Brown Japanese cattle, bred nowhere else",高知県,,33.5597,133.5311,,ingredient,和牛4品種のうち褐毛和種・高知系と呼ばれる系統で、高知県内でしか改良されていない。赤褐色の被毛が特徴で、28か月ほどかけて肥育され、赤身の旨みとジューシーさを持つとされる。,"A line of Brown Japanese cattle, one of wagyu's four breeds, bred only within Kochi Prefecture and known for its reddish-brown coat — fattened around 28 months, with a lean, juicy character.",土佐あかうし（土佐褐毛牛）,https://www.pref.kochi.lg.jp/doc/tosa-akaushi/,高知県,2026-09-06
imari-gyu,伊万里牛,Imari Gyu,shares its Tajima roots with Saga Gyu under a separate name,佐賀県,伊万里市,33.2668,129.8686,,ingredient,佐賀県伊万里市のJA管内で肥育される黒毛和種。佐賀牛と同じ但馬牛の血統をルーツに持つが、平成19年のJAさが発足で組織が分かれ、別の銘柄として残ったと伝わる。枝肉格付けとBMS値の基準を満たす必要があるという。,"Japanese Black fattened within Imari's JA district in Saga — sharing the same Tajima roots as Saga Gyu, but kept as a separate brand after the JA Saga merger of 2007 left Imari's cooperative outside it.",伊万里牛とは？,https://www.city.imari.lg.jp/4185.htm,伊万里市,2026-09-06
nagasaki-wagyu,長崎和牛,Nagasaki Wagyu,raised where sea breezes cross a coastline of peninsulas and islands,長崎県,,32.7503,129.8779,,ingredient,"長崎県内の登録生産者が育てる黒毛和種。半島と離島が入り組む複雑な海岸線を持つ土地柄で、潮風の当たる牧草地を含む自然環境が肥育に生かされているとされる。1,980戸ほどの生産者が飼育を担っているとされる。","Japanese Black raised by registered producers across Nagasaki — a prefecture of peninsulas and remote islands, where the natural environment, including pasture reached by sea breeze, is said to shape the fattening.",長崎和牛とは？,https://nagasakiwagyu-brand.jp/about/,長崎和牛銘柄推進協議会,2026-09-06
kumamoto-akaushi,くまもとあか牛,Kumamoto Akaushi,Brown Japanese cattle pastured on the Aso caldera's grasslands,熊本県,阿蘇市,32.9518,131.1042,,ingredient,熊本県で育つ褐毛和種。全国で飼育される褐毛和種の約7割が熊本産とされ、発祥の阿蘇地域では放牧が中心。赤身に脂が控えめに入り、旨みが強い肉質になるという。地理的表示（GI）にも登録されている品種という。,"Brown Japanese cattle raised in Kumamoto, which accounts for roughly 70% of the breed nationwide — largely pastured around Aso, its birthplace, with lean meat carrying modest marbling and pronounced umami.",第67号：くまもとあか牛,https://www.maff.go.jp/j/shokusan/gi_act/register/0067/index.html,農林水産省,2026-09-06
kagoshima-kuroushi,鹿児島黒牛,Kagoshima Kuroushi,raised longest within Japan's leading cattle-producing prefecture,鹿児島県,,31.5966,130.5571,,ingredient,鹿児島県内での飼養期間が最も長く、県内を最終肥育地とする黒毛和種。不飽和脂肪酸のバランスが良く、融点の低い霜降りが口の中でとろけるような食感につながるとされる。,Japanese Black raised longest within Kagoshima Prefecture and finished there — its fat is said to carry a balanced unsaturated-fat profile with a low melting point that gives a melting texture.,鹿児島黒牛（GI）,http://www.pref.kagoshima.jp/ag01/sangyo-rodo/nogyo/nosanbutu/brand/kurousi.html,鹿児島県,2026-09-06
hakata-wagyu,博多和牛,Hakata Wagyu,"calves bought in from across Kyushu, finished on Fukuoka's own rice straw",福岡県,,33.5904,130.4017,,ingredient,福岡県内の登録生産者約50戸が育てる黒毛和種。九州各地の産地から導入した子牛を、県産の稲わらを主体とした専用飼料で約20か月かけて丁寧に肥育するという。格付け三等級以上のものだけが名乗れる基準という。,"Japanese Black raised by around 50 registered producers in Fukuoka — calves bought in from across Kyushu, finished carefully over roughly 20 months mainly on locally grown rice straw.",博多和牛について,http://www.hakata-wagyu.com/hakatawagyu/,博多和牛販売促進協議会,2026-09-06
ishigaki-gyu,石垣牛,Ishigaki Gyu,grown in the year-round warmth of Japan's southernmost cattle country,沖縄県,石垣市,24.3448,124.1572,,ingredient,沖縄県石垣市・八重山郡で生後20か月以上肥育された純粋な黒毛和種。年間平均気温24度前後という温暖な気候の中でのびのびと育ち、脂はさっぱりしているとされる。2000年の沖縄サミット晩餐会でも供されたと伝わる。,"Pure Japanese Black fattened for at least 20 months around Ishigaki and the Yaeyama islands — raised in a climate averaging roughly 24°C year-round, said to give a comparatively light fat.",石垣牛とは,http://www.ishigakigyu.com/about.html,JAおきなわ,2026-09-06
iga-gyu,伊賀牛,Iga Gyu,fattened where a basin's sharp winters and summers once tempered ninja rations,三重県,,34.7666,136.1281,,ingredient,三重県伊賀地域で12か月以上肥育される未経産の黒毛和種雌牛。盆地特有の寒暖差が大きい気候が肥育に向くとされ、干し肉が戦国期の兵糧になったとも伝わる土地柄。「肉の横綱」とも称される鮮やかな肉色が特徴という。,"Virgin heifers of Japanese Black fattened for at least 12 months in Mie's Iga basin, where sharp seasonal swings are said to suit fattening — its dried meat reputedly served as Sengoku-era rations.",伊賀牛,https://www.miebrand.jp/certified_product/9,三重県（三重ブランド）,2026-09-06
wakasa-gyu,若狭牛,Wakasa Gyu,a bloodline from a region once known for ox-drawn carts,福井県,小浜市,35.4953,135.7466,,ingredient,福井県内で12か月以上肥育される血統明確な黒毛和種。平安時代には牛車を引く牛として知られた土地柄で、脂の口どけの良さと後味のさっぱりとした風味が特徴とされる。オレイン酸含量の特に高いものは別枠で認証されるという。,Pedigreed Japanese Black fattened for at least 12 months within Fukui — a region once known for oxen that pulled carts in the Heian era — said to give smooth-melting fat and a clean finish.,若狭牛・ふくいポーク・福地鶏 福井の畜産ブランド紹介,https://www.pref.fukui.lg.jp/doc/021500/tiku1.html,福井県,2026-09-06
