slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
kuro-hanpen,黒はんぺん,Kuro Hanpen,"Kuro-hanpen — Shizuoka's dark, unbleached fish cake",静岡県,静岡市,34.9756,138.3827,,ingredient,サバやイワシのすり身を骨や皮ごと使い、半月形に仕立てた静岡の練り物。青灰色の見た目と魚そのものの風味が持ち味で、おでんの具としても定番とされる。そのまま食べる以外に、焼いたりフライにしたりと調理の幅も広いという。,"Kuro-hanpen is a Shizuoka fish cake made from mackerel or sardine paste, worked in with skin and bone, and shaped into a half-moon. Its blue-gray color and strong fish flavor are its signature, and it's a fixture in local oden.",はんぺん,https://ja.wikipedia.org/wiki/はんぺん,Wikipedia,2026-09-08
narutomaki,なると,Narutomaki,Narutomaki — the swirl-patterned fish roll,静岡県,焼津市,34.8639,138.3183,,ingredient,白と赤の二色のすり身を渦巻き状に巻いた円筒形の練り物。断面の「の」の字が特徴で、消費量の9割ほどが静岡県焼津市で作られるとされる。断面の渦をきれいに見せるため、巻き方に細かな工夫があるとされる。,"Narutomaki is a cylindrical fish cake made by rolling white and red-dyed paste into a spiral. Its cross-section reads like the character ""no,"" and roughly nine in ten are said to be made in Yaizu, Shizuoka.",なると巻き,https://ja.wikipedia.org/wiki/なると巻き,Wikipedia,2026-09-08
datemaki,伊達巻,Datemaki,Datemaki — sweet rolled egg-and-fish cake,,,,,,ingredient,白身魚やエビのすり身に卵とだしを加えて焼き、巻き簾で巻いた甘い練り物。名前の由来は伊達者説と伊達政宗説など諸説伝わり、正月の御節に欠かせない。はんぺんで代用してもよいとされ、卵焼きに近い工程で仕立てられる。,"Datemaki is a sweet fish-and-egg roll -- paste from white fish or shrimp mixed with egg and dashi, baked, then rolled with a bamboo mat. Its name carries more than one story, and it's a New Year's osechi staple.",伊達巻,https://ja.wikipedia.org/wiki/伊達巻,Wikipedia,2026-09-08
tsumire,つみれ,Tsumire,Tsumire — hand-torn fish dumplings,,,,,,ingredient,イワシやアジなど青魚のすり身を、成形せず手やスプーンで摘み取って茹でた練り物。地域によりトビウオなど使う魚が異なり、鍋物の具として親しまれるという。生姜などの薬味で青魚特有の臭みを抑える工夫がされているという。,"Tsumire is fish-paste dumplings -- usually oily fish like sardine or horse mackerel -- torn off by hand or spoon rather than shaped, and boiled. The fish used shifts by region, and it's a common hot-pot ingredient.",つみれ,https://ja.wikipedia.org/wiki/つみれ,Wikipedia,2026-09-08
surimi,すり身,Surimi,Surimi — the frozen fish paste that remade the industry,北海道,,,,,ingredient,魚をすりつぶした練り物の基となる素材。1959年ごろ北海道で確立した冷凍技術により、遠洋の魚でも全国どこでも通年で加工できるようになったとされる。冷凍前のすり身は日持ちが短く、水揚げ地近くでしか加工できなかったとされる。,"Surimi is ground fish paste, the base material for every fish-paste product. A freezing technique established in Hokkaido around 1959 is said to have made it possible to process fish from distant waters year-round, anywhere in the country.",かまぼこ製造の歴史,https://www.nikkama.jp/deki/manufacturing/,日本かまぼこ協会（全国蒲鉾水産加工業協同組合連合会）,2026-09-08
gyoniku-sausage,魚肉ソーセージ,Gyoniku Sausage,Fish Sausage — Japan's tuna-surplus invention,愛媛県,,,,,ingredient,冷凍すり身に豚脂と香辛料を加えてケーシングに詰めたソーセージ型の練り物。マグロの余剰を活かす加工品として戦後に広まり、学校給食にも定番だったとされる。略して「ギョニソ」とも呼ばれ、学校給食の定番にもなったと伝わる。,"Fish sausage packs frozen surimi, pork fat, and spices into a sausage casing. It's said to have spread after the war as a way to use surplus tuna, becoming a school-lunch staple.",魚肉ソーセージ,https://ja.wikipedia.org/wiki/魚肉ソーセージ,Wikipedia,2026-09-08
kani-kamaboko,かに風味かまぼこ,Kani Kamaboko,Kani Kamaboko — the imitation crab that conquered the world,石川県,七尾市,37.0475,136.9686,,ingredient,すり身にアルギン酸などを加え、カニ肉に似せた繊維状に仕立てた練り物。1972年に石川県七尾市のスギヨが世界で初めて発売し、今や世界的な輸出品とされる。焼き色をつけた「刻みタイプ」など、より本物に近い製品も登場したという。,"Kani kamaboko is fish paste bound with alginate and worked into crab-like fibers. Sugiyo of Nanao, Ishikawa, is said to have released the world's first version in 1972, now a global export.",スギヨの歴史,https://www.sugiyo.co.jp/special/history.php,スギヨ,2026-09-08
tofu-chikuwa,とうふ竹輪,Tofu Chikuwa,Tofu Chikuwa — Tottori's fish-light chikuwa,鳥取県,鳥取市,35.5011,134.2351,,ingredient,魚のすり身に木綿豆腐を混ぜて蒸し上げた鳥取のちくわ。漁港整備が遅れ魚が貴重だった土地で、大豆を生かして生まれ、今も郷土の味として親しまれるという。カレー味やレモン味など変わり種の商品も開発されているという。,"Tofu chikuwa is Tottori's fish cake kneaded with firm tofu. It's said to have grown out of a place where fish was scarce for lack of a developed harbor, so soybeans filled the gap, and it's still beloved as a local flavor today.",とうふちくわ,https://ja.wikipedia.org/wiki/とうふちくわ,Wikipedia,2026-09-08
itawasa,板わさ,Itawasa,Itawasa — sliced kamaboko with wasabi,,,,,,ingredient,板付きの蒲鉾を刺身のように厚めに切り、わさびと醤油を添えて食べる肴。蕎麦屋の酒肴として定着した食べ方とされ、切り方や薬味に店ごとの流儀があるという。切り方や薬味の添え方に、店ごとの流儀が表れるとされる。,Itawasa is board-mounted kamaboko sliced thick like sashimi and served with wasabi and soy sauce -- a way of eating that's said to have settled in as a soba shop's classic drinking snack.,板わさ,https://ja.wikipedia.org/wiki/板わさ,Wikipedia,2026-09-08
shirayaki-kamaboko,白焼蒲鉾,Shirayaki Kamaboko,"Shirayaki Kamaboko — Yamaguchi's crimped, unbrowned fish cake",山口県,,,,,ingredient,エソや小鯛のすり身を、焼き色をつけずに焼き上げた山口の蒲鉾。表面に縮緬状のしわが寄るのが特徴で、白さを保つ焼き加減に職人の技量が表れるという。笹かまぼこなど焼き色をつける仲間とは対照的な仕立てとされる。,"Shirayaki kamaboko is a Yamaguchi fish cake made from lizardfish or small sea bream paste, baked without browning. Its surface is said to crinkle like fine crepe, and keeping it white while cooked through takes real skill.",蒲鉾,https://ja.wikipedia.org/wiki/蒲鉾,Wikipedia,2026-09-08
