slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
hoikoro,回鍋肉,Hoikoro,Hoikoro — Japanese-style twice-cooked pork stir-fried with cabbage in a sweet miso glaze,東京都,港区,35.6669,139.7565,,dish,豚肉とキャベツを甜麺醤ベースの甘辛いたれで炒め合わせる料理。本場四川ではにんにくの茎などの葉野菜を使うが、日本では手に入りやすいキャベツに置き換わり、独自の型として広まったとされる。,"Pork and cabbage are stir-fried in a sweet, miso-like glaze — said to have swapped Sichuan's leafy garlic stems for cabbage, easier to source in Japan, and settled into its own form from there.",回鍋肉とは？四川伝統料理の魅力を解説,https://chefrepi.com/magazine/culinary-dictionary/twice-cooked-pork-sichuan-vs-japanese-style/,Chef Repi,2026-09-10
chinjaoroosu,青椒肉絲,Chinjao Roosu,Chinjao roosu — shredded beef and green pepper stir-fried in oyster sauce,,,,,,dish,細切りにした肉とピーマンを油通ししてから炒め合わせる料理。本場中国では豚肉が基本とされるが、日本では牛肉を使う店が多く、オイスターソースで仕上げる型が定着しているという。,"Shredded meat and green pepper, passed through hot oil, are stir-fried together — a dish said to use pork as its base in China, while beef and an oyster-sauce finish became the common choice in Japan.",青椒肉絲,https://ja.wikipedia.org/wiki/青椒肉絲,Wikipedia,2026-09-10
kani-tama,かに玉,Kanitama,Kanitama — a fluffy whole-egg omelette folded around crab meat,,,,,,dish,ほぐした蟹の身を溶き卵と合わせ、ふんわりと焼き上げる料理。中国の「芙蓉蟹」は卵白だけを使う白い仕上げだが、日本のかに玉は全卵を使うため黄色く、この違いが天津飯を生む土台になったとされる。,"Shredded crab meat is folded into beaten egg and cooked soft — China's furong xie uses only egg whites and comes out white, while Japan's whole-egg version turns yellow, a gap said to have set the stage for tenshinhan.",天津飯の起源―定説を疑う―,https://www.jstage.jst.go.jp/article/kjoho/3/1/3_52/_pdf,日本国際情報学会『Kokusai-Joho』3巻1号,2026-09-10
harumaki,春巻き,Harumaki,Harumaki — thin-wrappered Japanese spring rolls fried until crisp,,,,,,dish,豚肉やたけのこ、しいたけなどの具を薄い皮で巻き、油でかりっと揚げる点心。広東の春巻きが手本とされるが、日本では皮を薄く仕立てて具の水分を抑え、独自の食感に整えられているという。,"Pork, bamboo shoot, and shiitake are rolled in a thin wrapper and fried crisp — a dim sum item said to take Cantonese spring rolls as its model, refined in Japan into its own light, crisp texture with a thinner skin.",春巻き,https://ja.wikipedia.org/wiki/春巻き,Wikipedia,2026-09-10
nikudango-amazu,肉団子の甘酢あん,Nikudango no Amazuan,Nikudango — deep-fried ground pork meatballs glazed in a sweet-and-sour sauce,,,,,,dish,丸めた挽き肉を揚げ、酢豚と同じ甘酢あんをからめる料理。中国の獅子頭のような大ぶりの蒸し団子とは違い、日本では一口大に揚げてケチャップ系のあんで仕上げる、弁当や給食向けの型が広まったとされる。,"Ground pork is rolled into balls, fried, and glazed in the same sweet-and-sour sauce as subuta — smaller and fried, unlike China's large steamed 'lion's head' meatballs, and said to have spread as a bento and school-lunch staple.",肉団子,https://ja.wikipedia.org/wiki/肉団子,Wikipedia,2026-09-10
tantanmen,担々麺,Tantanmen,"Tantanmen — a Japanese sesame-and-chili noodle soup, adapted from a dry Sichuan noodle snack",,,,,,dish,ごまだれと辣油を効かせた挽き肉入りのスープに中華麺を合わせる料理。本場四川の担担面は汁のない和え麺だが、日本では大ぶりの丼にたっぷりのスープを張る、汁あり仕立てに作り替えられたとされる。,"Ramen noodles go into a chili-and-sesame soup topped with minced pork — Sichuan's original dandan noodles are a small, brothless dish, tossed rather than served in soup, but Japan's version is said to have been rebuilt as a full bowl of soup noodles.",担々麺,https://ja.wikipedia.org/wiki/担々麺,Wikipedia,2026-09-10
taiwan-mazesoba,台湾まぜそば,Taiwan Mazesoba,"Taiwan mazesoba — brothless noodles tossed with spicy minced pork, garlic, and a raw egg yolk",愛知県,名古屋市,35.15,136.87,,dish,台湾ラーメンの具「台湾ミンチ」を、スープではなく茹でた麺に直接からめて食べる汁なし麺。2008年に名古屋の一軒の店が、失敗作を廃棄する寸前にひらめいたことから生まれたと伝わる。,"Taiwan mince, the topping from Taiwan ramen, is tossed straight onto boiled noodles with no broth at all — said to have been born in 2008 at a single Nagoya shop, moments before a failed batch was about to be thrown out.",台湾まぜそば,https://ja.wikipedia.org/wiki/台湾まぜそば,Wikipedia,2026-09-10
chuka-soba-tokyo,中華そば,Chuka Soba,"Chuka soba — the old Tokyo name for a clear soy-sauce ramen, from the earliest Chinese-noodle diners",東京都,台東区,35.7101,139.7967,,dish,醤油だれに鶏や豚のだしを合わせたすっきりとしたスープに、細めの中華麺を合わせる型。1910年に浅草で創業した中国料理店が、東京の醤油ラーメンの草分けとされ、その屋号を継ぐように「中華そば」の名が今も使われているという。,"Thin Chinese-style noodles sit in a clean soy-sauce broth built on chicken and pork stock — a style traced to a Chinese restaurant that opened in Asakusa in 1910, said to be the pioneer of Tokyo's soy-sauce ramen, its old name 'chuka soba' still used by some shops today.",来々軒,https://ja.wikipedia.org/wiki/来々軒,Wikipedia,2026-09-10
kanton-men,広東麺,Kanton Men,"Kanton men — ramen noodles topped with a thick, mixed-vegetable and meat gravy",,,,,,dish,炒めた豚肉や野菜をとろみのある餡に仕立て、ラーメンの麺の上にかける料理。名前に「広東」を冠しながら、実際の広東料理には対応する料理がなく、日本で生まれた中華料理の一つとされる。,"Stir-fried pork and vegetables are worked into a thick gravy and poured over ramen noodles — a dish that carries the name 'Canton' despite having no counterpart in actual Cantonese cooking, said to be one of Japan's own inventions.",八宝菜,https://ja.wikipedia.org/wiki/八宝菜,Wikipedia,2026-09-10
gomoku-ankake-yakisoba,五目あんかけ焼きそば,Gomoku Ankake Yakisoba,Gomoku ankake yakisoba — noodles fried crisp and topped with a thick mixed-vegetable gravy,,,,,,dish,揚げ焼きにしてかりっと仕上げた中華麺に、豚肉や野菜、海鮮を炒めたとろみあんをかける料理。広東麺と同じ餡を使いながら、麺を汁なしで香ばしく揚げる点で分かれた、日本の中華食堂発の一皿とされる。,"Chinese noodles are pan-fried crisp, then topped with a thick gravy of stir-fried pork, vegetables, and seafood — a dish said to share its gravy with kanton men while branching off by frying the noodles dry and crisp, a Japanese diner invention.",八宝菜,https://ja.wikipedia.org/wiki/八宝菜,Wikipedia,2026-09-10
chashu,チャーシュー,Chashu,"Chashu — soy-braised pork, the simmered style that became standard in Japanese ramen",,,,,,dish,豚のばら肉やもも肉を醤油だれでじっくり煮込んだ具材。中国の叉焼はたれを塗って炙り焼きにするのが本来の型とされるが、日本のラーメン店では煮て作る「煮豚」の型が広く定着しているという。,"Pork belly or leg is simmered slowly in a soy-based sauce — where China's char siu is traditionally roasted with a glaze, the simmered 'nibuta' style is said to have become the standard at Japanese ramen shops instead.","チャーシューと焼き豚の違いは""調理法""にあった｜煮豚・叉焼の境界線まで徹底解説",https://ramenmogi.com/chashu-yakibuta-difference/,ラーメンもぎたて,2026-09-10
happosai,八宝菜,Happosai,Happosai — a stir-fry of pork and mixed vegetables in a thick soy-chicken sauce,,,,,,dish,豚肉や白菜、うずらの卵など多くの具材を炒め合わせ、とろみをつけた餡に仕立てる料理。中国では「八」が実際に八種類の具材を指すが、日本では「五目」と同じく具材の数にこだわらない言葉として広まったとされる。,"Pork, napa cabbage, quail egg, and more are stir-fried together into a thick sauce — in China 'eight' is said to mean literally eight ingredients, but in Japan the word spread more loosely, closer to 'gomoku,' with no fixed ingredient count.",八宝菜,https://ja.wikipedia.org/wiki/八宝菜,Wikipedia,2026-09-10
